id,text,word,pejorative,misogyny
22130,"Una donna che mi ha insegnato tanto: con la sua generosità, intelligenza, cura per le relazioni umane, determinazione nelle analisi e nelle idee che sapeva condividere. Una femminista, una comunista.\nCiao Elettra, ti voglio e ti vogliamo bene.",femminista,0,0
22131,"@styrene777 Infatti non è osé, è solo tristemente kitsch ed inguardabile. Adesso si tira fuori la carta della retorica femminista e del rispetto - lei che non sa alcunché né dell’una né dell’altro - solo perché, per l’ennesima volta, non si accettano le critiche? Ma lol",femminista,0,0
22132,"Tipologia 38. Il russofobo femminista neonazista. E' quello che non tollera che a capo della Russia non ci sia una ragazza  del WEF, una con parenti nazisti e nemmeno una la cui carriera e' stata rubata al porno.",femminista,0,0
22133,"@TizianaFerrario Ha detto bene, ""polemiche"", perchè di FATTI non ce n'erano!\nLe sue parole denotano una conoscenza degli Alpini e delle cultura locale di quella gente degna della sezione femminista di un centro sociale.\n(Anche ""molestie"" in maiuscolo evidenzia che ha notevoli problemi in merito).",femminista,1,0
22134,"Stanotte #ElettraDeiana ci ha lasciati. Una dirigente comunista, un’intellettuale femminista, una compagna e un’amica. https://t.co/tC5O8B1qSg",femminista,0,0
22135,"#Elettra Deiana se n’è andata. Una donna straordinaria che mi ha insegnato tantissimo. Il movimento femminista le deve molto e la sua passione, il suo impegno, la sua cultura, la sua innata eleganza, non smetteranno mai di essere un esempio. Gli sia lieve la terra",femminista,0,0
22136,ho fatto la femminista genderina ai campionati di filosofia pozz pur murì,femminista,1,1
22137,"@sunshinee90001 @_vivx_ io non nego il sessismo di antonella, giudico solo l’ipocrisia di pesare ogni cosa che fa 10 volte tanto rispetto agli altri, altrimenti edobau sarebbe già cancelled e la morale ad antonella quando l’esempio è l’icona femminista che ha dato della zoccola a dana beh… che dire…",femminista,0,0
22138,@ilducarocco Sono donna non Femminista.,femminista,1,0
22139,"@giuntialdunque il problema è chi lo erge a fenomeno femminista che proprio non è 💀 però ripeto, ci sono canzoni davvero problematiche che vengono glorificate da anni da troppe persone (vedi bella stronza di marco masini che è proprio inquietante)",femminista,0,0
22140,@Simona03567380 @GrandeFratello Questa si chiama ipocrisia femminista 😂🤡,femminista,1,0
22141,"@lauraboldrini @ellyesse Ma vai a cagare femminista a fasi alterne, tu la solidarietà non sai neanche cos'è e la fai a chi conviene a te odiosa",femminista,1,1
22142,Marta Lempart l’ leader del movimento femminista polacco per la legalizzazione dell’aborto nel suo paese invece di darmi il suo materiale propagandistico mi ha regalato la spilleretta che dice all’ucraina” siamo con voi https://t.co/Yf4EfqidMT,femminista,0,0
22143,"Ci ha lasciato stanotte #ElettraDeiana donna di sinistra, Femminista,impegnata prima a Milano poi  a Roma per tanti anni. Ex parlamentare di #RifondazioneComunista e poi di #SinistraItaliana. Io con lei e altre avevo in comune da 13 anni il #GruppoFemminista del Mercoledì.🍀🌺😌",femminista,0,0
22144,@contezzascalza Un’altra femminista che non conosce le gioie della “patata”\n(po caridadi),femminista,1,1
22145,"""La sola genuina speranza di una liberazione femminista risiede in una prospettiva di cambiamento sociale che tenga in considerazione il modo in cui i sistemi interconnessi di classismo, razzismo e sessismo funzionano insieme"" https://t.co/S11FerDruZ",femminista,0,0
22146,@fanpage Cos’è questa nuova moda del piagnisteo nazi-femminista?,femminista,1,1
22147,"@intheoldground vandA edizioni! mi sembra di capire sia una casa editrice indipendente femminista, nel caso dello scum sono state le prime a tradurre la versione originale e integrale del manifesto (che fu manomesso quando la Solanas andò in prigione)",femminista,0,0
22148,"@Almgh99 Rispetto il tuo pensiero, ma ovviamente non lo condivido. \nIo non sono femminista, semplicemente sono una donna che - in quanto donna - ha vissuto sulla propria pelle la ""colpa"" di essere tale. Questo, a causa di una cultura religioso-patriarcale, che ha relegato la donna in una",femminista,0,0
22149,questi erano i film che guardavo e i miei si chiedono come mai sono così femminista https://t.co/JWJzYdmo0y,femminista,0,0
23110,"@max1ci6 Quanto mi fa incazzare sta roba ragazzi... Ma tanto\nLa società è andata davvero nella fogna. Altro che sedia elettrica, le mazzate fino all'ultimo respiro.\nE non perché sia omofobo, ma perché è si spinge a tutti i costi verso la depravazione e contro natura",fogna,0,0
23111,@8PapaveriRossi5 Per esattezza Fioravanti 25 di carcere e 6 di semi libertà vigilata.\n\nPer quanto mi riguarda una fogna umana quanto Costipo.,fogna,1,0
23112,non invidio per niente chi sarà a san siro in mezzo ai topi di fogna domani,fogna,0,0
23113,@SimoPillon Torna nella fogna Merda!!,fogna,1,0
23114,@adriandelmonte La fogna a cielo aperto della foto descrive bene questo derby.,fogna,0,0
23115,Adesso questi due coglioni mettiamoli in uno scroto resistente.\nMaledetti topi di fogna.\n#fascisti #topi #merda https://t.co/OLXjJP7YyU,fogna,0,0
23116,"@Oche1989 tu palesemente una di quelle persone che la davano per finita e si sente offesa per ""in culo ai topi di fogna"", curati l'ossessione e sparisci",fogna,0,0
23117,@culumtibi @Misurelli77 Sciacquati la bocca fogna,fogna,1,1
23118,"@SecolodItalia1 LA FOGNA MELONI DICE AI RANDELLATORI FASCILEGHISTI DI NON PARTECIPARE ALLA FOGNA CREATA, DAI FASCILEGHISTI.COME UNA MIGNOTTA  CHE  FA UN CORSO INTENSIVO DI   BUCCHINI CAMERATESCHI   SOLO USANDO PRESERVATIVI CON OMOLOGAZIONE NAZIFASCISTA!",fogna,1,1
23119,@Luciauri31 @mimettoadormire Mi sembravi te scappata dalla fogna.,fogna,1,0
23120,@Willi_Shake_02 @Lulu_larossa So di diversi medici reintegrati che non riescono più a guardare in faccia i loro colleghi allineati. La fogna dovrà aprirsi prima o poi.,fogna,0,0
23121,@Dania mediocrita' insostenibile \nmanierismo\nipocrisia\nsciatto come un bidone di spazzatura\novviamente politicamente corretto\nun'ottima prova del livello fogna della cinematografia italiana\n\n#siccita',fogna,0,0
23122,"@gicarestik2 non mi sembra un topo di fogna il ragazzo…certi commenti proprio…vorrei vedere la faccia vostra mentre digitate certe cose, chissà che ci esce 😂",fogna,0,0
23123,COMPA’ CHIUR QUELLA FOGNA #CePostaPerTe,fogna,1,0
23124,@vocedelpatriota MI DEVE SCUSARE SE STAMATTINA ANDANDO AL CESSO NON LE HO LASCIATO I 05€ SCUSI. PERÒ LA PROSSIMA VOLTA PULISCA BENE IL CESSO PERCHÉ L'ULTIMA VOLTA HO TROVATO TANTA GASPARRI E LA FORZA ITALIA ERA STROTOLATA SU TUTTO IL PAVIMENTO ZUPPO DI FOGNA MELONI!,fogna,0,0
23125,@GiuseppeConteIT Sento una gran puzza di fogna!,fogna,0,0
23126,@Noiconsalvini CHIURTRINDOCESS FOGNA FASCISTA TUMORE MALIGNO D'ITALIA FAMMI UN POMPINO CON LE ORECCHIE DEL PROVOLINO DI FROCELLI D'ITALIA!,fogna,1,0
23127,@HartreeFock @AutogriLLocryp @fabio_tab @alekava @michele_geraci Appunto la fogna è l'occidente,fogna,0,0
23128,@13mari81 È una fogna,fogna,1,1
23129,@matteosalvinimi CHIURTRINDOCESS FOGNA FASCISTA LEGHISTA LECCAMERDA TUMORE MALIGNO D'ITALIA CHIAVTNUCAZZMMOCC E NU CAZZ NIR RIND E PACC!,fogna,0,0
23130,@AutogriLLocryp @fabio_tab @HartreeFock @alekava @michele_geraci A chiacchiere lo puoi dire. Ma a dimostrarlo certo non lo puoi. L'occidente è una fogna,fogna,0,0
23131,@afiresign_ Tontonella un topo di fogna punto non la sopporto proprio,fogna,1,1
23132,Il delirio. È veramente tempo di chiudere con questa fogna a cielo aperto del calcio. https://t.co/CKvkO19p67,fogna,0,0
23133,@baffi_francesco l'@ODG_CNOG andrebbe sciolto!\n\n@Libero_official è la fogna della #disinformazione del fascio-leghista #Angelucci il ras delle cliniche private.\nLa vergogna del @ComuneMarino!,fogna,0,0
23134,Disse quello della tifoseria che ha qualche giorno fa accerchiato https://t.co/X5zaBWl9gO stessa tifoseria che interruppe un https://t.co/Dm4sL8VFa8 stessa tifoseria che prima di una partita ha ucciso un tifoso napoletano in un vero agguato.\nChiudi quella fogna https://t.co/lJwycmSOcR,fogna,0,0
23135,@jaandersonnn tappati quella fogna,fogna,1,0
23136,@Raffaele_Galar Fanno parte della stessa fogna,fogna,0,0
23137,@BelpietroTweet Una fogna a cielo aperto è Saviano,fogna,0,0
23138,@StefanoFeltri FOGNA MELONI VUOLE RIABILITARE LA FOGNA DA CUI PROVIENE. IN FUTURO CI FARÀ APPARIRE I CAMPI DI CONCENTRAMENTO COME STUFE A GAS CHE SERVONO PER RISCALDARE IL POPOLO E IL MASSACRO DEI MIGRANTI NEL MEDITERRIANO COME CIMITERO 2.0. PER LIBERARE SPAZI  PRODUTTIVI PER I NAZIPRIVATI .,fogna,1,1
23139,"@mimettoadormire Che poi, trattandosi di TV fogna, ci sta. Quello che mi fa specie, è che loro non se ne schifino. Pare de sta' in UK",fogna,0,0
23140,@SimoPillon O hai un utero o chiudi quella fogna che hai su quella faccia di merda,fogna,1,0
23141,@fogna_la VAFFANCULO. non fai ridere nessuno.,fogna,0,0
23142,@TommasoFoti @Corriere FOGNA MELONI DIFENDE I LECCAMERDA PER COPRIRE IL BUCO DEL CULO DI UN GOVERNO DI INCOMPETENTI SORRETTO DA INTERESSI NAZIFASCIMAFIOSI!,fogna,1,1
23143,@incognivalse Costruiscimi una casa e chiudi quella fogna,fogna,1,0
23144,"@francescacuore6 si senza ombra di dubbio ""fogna """,fogna,0,0
23145,è sempre il momento giusto per ricordare quando un anno dopo le olimpiadi di rio federica pellegrini tornò sul gradino più alto fottendo ledecky e mckeon che si facevano la guerra ed in culo ai topi di fogna che la davano per finita\n\n#CePostaPerTe\nhttps://t.co/Es13tCGrig,fogna,0,0
23146,@GianlucaStream @sergioalesi @SecolodItalia1 Livello top dei ratti di fogna fascisti,fogna,0,0
23147,Ci credo che in quella casa ci sono i topi non puliscono  sembra che abitano in una fogna #GFvip,fogna,0,0
23148,@TommasoFoti @Corriere FOGNA FASCISTA TUMORE MALIGNO D'ITALIA DA ORA IN POI QUANDO VADO A CACARE NEL BUCO DEL CESSO ATTACCHERO' LA TUA FACCIA. MESSAGGIO AGLI ITALIANI ANTI NAZIFASCILEGHISMO:FATE STAMPARE LA FACCIA DI FOGNA DI QUESTI PERSONAGGI DEL PASSATO CONDANNATI DALLA STORIA COSTITUZIONALE. ZUCA.,fogna,1,1
23149,@fdiviterbo CHIURTRINDOCESS  E CHIAVTNUCAZZMMOCC E NU CAZZNCUL FOGNA FASCISTA TUMORE MALIGNO D'ITALIA!,fogna,1,1
23150,@Gobba90665216 Ciao .dopo segnalazione twitter mi ha confermato blocco per il topaccio di fogna...👍,fogna,0,0
23151,"@FratellidItalia LA FOGNA. FASCISTA,CHE INCOLPA GLI ANARCHICI DI  FARE MINACCE FASCISTE E POI INCOLPA LE ALTRE FORZE POLITICHE! ANDATE A FARE 4BUCCHINI,CON E SENZA ORECCHIE! SIETE MERDA CHE SPUTA MERDA. FOGNA ! CHE CERCA DI RIPULIRSI SPRUZZANDO MEFITICHE PATACCHE DI SCIORDA SU TUTTA L'ITALIA",fogna,1,0
23152,@hyveR02 Il. Gioco marcio di un presentatore marcio con autori marci e top del top un opinionista ratta di fogna,fogna,1,1
23153,"@a_meluzzi Il posto giusto, per la fogna",fogna,1,1
23154,"Premetto che il PD è una fogna a cielo aperto!\nTanto premesso, dico che questo è un titolo da DELINQUENTI!!! https://t.co/fMyUsbeldC",fogna,0,0
23155,#inonda Il primo partito d'Italia x Giannini è pieno di topi di fogna...,fogna,0,0
23156,"@itsmeback_ Noi non siamo normali ,abbiamo scarti di fogna chiamati piddini .",fogna,1,0
23157,@FrancoLocatell6 @TolliVincenzo E tu da quale fogna sei venuto fuori?,fogna,0,0
23158,"Cmq, i #cinghiali, nun invadono i centri urbani pe' rompe' er cazzo a noi.\nSemo stati noi a rompe' er cazzo a loro!\nPoi, perché #Roma è diventata 'na fogna a cielo aperto, annate a chiederlo ar sindaco 👻 fantasma (#gualtieri), che c'ha le mani in pasta... https://t.co/xS4fpz4jOL",fogna,0,0
23159,"I canadesi , nella fogna , devo gettare quel criminale di @JustinTrudeau con i porci del #naziWEF ! https://t.co/xnuPZJITz2",fogna,0,0
16001,@_mrdm è nato prima l'uovo o la gallina,gallina,0,0
16002,@magicaGrmente22 @Micioantani @fdragoni Per gallina parla di sua madre di se o di sua sorella? Immagino di si.,gallina,1,1
16003,@DomPer888 Certo che questa ha trovato la gallina dalle uova d’oro,gallina,0,0
16004,Diciamo che quell’anno le co-conduttrici non fecero questi grandi sforzi per discostarsi dallo stereotipo della valletta vuota e a tratti anche un po’ gallina. #ceraunavoltailfestival,gallina,1,1
16005,"@ImolaOggi È solo una marionetta, schiava e serva dello stato profondo che deve portare avanti l'agenda del caxxo che gli è stata imposta. Una gallina a cui è stata mozzata la testa.",gallina,1,1
16006,"@enjoysile Ma è normale! Sono cervelli di gallina aizzati dal $istema contro chi si permette di esprimere una sua opinione: si credono rivoluzionari, ma sono pecore",gallina,0,0
16007,@Stefano_roca @petergomezblog @fattoquotidiano hai torto\nil gallo canta ma è alla gallina Alias che brucia il culo,gallina,0,0
16008,@Corriere La gallina padovana starnazza a più non posso !,gallina,0,0
16009,@perrolargirucho Una gallina cani,gallina,0,0
16010,Quando iniziano col video in cui lui ha bocca a culo di gallina e le Carrera nelle foto io chiuderei a prescindere senza manco farlo parlare #cepostaperte,gallina,0,0
16011,Jlo e la sua gallina domestica #taliequali https://t.co/vXutaQTYpq,gallina,0,0
16012,"@cardillo74 Si vede, c'è l'hai tu il cervello ......... da gallina.",gallina,0,0
16013,Ma Nikita che fa la bocca culo di gallina a Daniele #oriele,gallina,1,0
16014,Una gallina è più intelligente di lei sicuro. #gfvip https://t.co/eytCo6jADV,gallina,1,1
16015,@Focus_it Considerato  che  la discendenza degli uccelli e' dai dinosauri...e he l gallina non e'  formalmene un dinosauro....  UOVO,gallina,0,0
16016,@romannncin che gallina...,gallina,1,1
16017,Antonella  ti prego non ci cascare  lascia perdere  questa gallina\n#gfvip #donnalisi,gallina,1,1
16018,@puertcruz La  bruganelli ha molta + classe di quella gallina della pertinelli e anche + fascinosa e bella!!!,gallina,1,1
16019,#controcorrente risposta ad hoc del senatore Foti alla gallina dei cinquestelle,gallina,1,1
16020,@EsercitoCrucian @Donzelli Siamo seri. La #Cucchi è una analfabeta disfunzionale ( qualcuno la capisce quando parla?) una gallina. Ovvio sia eterodiretta da quella melma di????,gallina,1,1
16021,"@matt7gh stì trollazzi…… sono sparsi ovunque, come gli sghitti di gallina in un pollaio….. 😤",gallina,0,0
16022,@AlessiaMorani Chetati gallina,gallina,1,1
16023,@LeParoleRai3 @MaxGramel @RVecchioni @BotteriGiovanna @JacopoVeneziani @saverioraimondo @luisellacost @IaconaRiccardo @rosy_bindi @RaiTre Di fondo si sente ridere sguatamente.. È la stessa gallina di Che tempo che fa?,gallina,1,1
16024,@RosiPolimeni Nemmeno ioooo e neanche Can con il papillon e la gallina della Gerini che canta!!,gallina,0,0
16025,@vfeltri ...a me sembra una gallina spennacchiata...,gallina,1,1
16026,Una gallina vecchia …che fa le uova con le rughe!!! 🤣🤣🤣🤡🤡🤡 https://t.co/ZUmZIPy004,gallina,1,0
16027,"@Turiddu_1 @HSkelsen Se pensi a covid , guerra e protagonisti , sento odore di gallina strinata sul fuoco",gallina,0,0
16028,"@CarloCalenda Ma basta... Appropriate o no, ma cosa c'entra??? È normale che 4 esponenti PD siano andati a trovare uno sottoposto al 41 bis che ha deciso di lasciarsi morire di fame? Se è al 41 bis non è che ha rubato na' gallina... Sennò tutti scioperano e tutti fuori dalle carceri. Basta!",gallina,0,0
16029,@SicilianoSum gallina vecchia e rancida sempre buon brodo...,gallina,1,1
16030,"@confundustria Hae! Questa e' stata sempre e' solo na gran gnocca,! Ma ha sempre avuto un cervello di gallina! ( Senza offese per le galline che almeno loro fanno uova buonissime!!!!)",gallina,0,0
16031,"non jeonghan che fa il verso della gallina, lui non è reale https://t.co/brTpAK8IH2",gallina,0,0
16032,Oriana gallina starnazzante\n\n#oriana #GFvip https://t.co/TM5E1dFmhP,gallina,1,1
16033,@vonderleyen @ZelenskaUA La gallina dalle uova di oro. X le sue tasche è del marito!,gallina,1,0
16034,@Libero_official La gallina ancora razzola?,gallina,1,1
16035,@migrante8 Tra nazisti e comunisti chi è peggio? Mah... è come dire se viene prima l'uovo o la gallina,gallina,0,0
16036,@Steriga_ @fdragoni Ottimo intervento Fabio. Peccato che la gallina conduttrice starnazzando ha dato fastidio a te(ma anche  a bassetti),gallina,1,1
16037,@AleAle81961303 @FabioInnocent10 Ma no è il classico complottaro che ha trovato nella Russia l'ennesima gallina dalle uova d'ora per rincoglionire gli analfabeti funzionali,gallina,0,0
16038,@___Anna22 ..GALLINA CHE NON BECCA HA GIÀ BECCATO. E X ESPERIENZA https://t.co/4X1mjaT7To FAME TI RENDE UNA BESTIA! SFONDI LE PORTE DELLE CASE PER MANGIARE.,gallina,0,0
16039,"@elvialorena50 @marioadinolfi Scoperto che solo sé un soggetto osserva le particelle queste hanno interazione tra loro, l'uovo e la gallina, altrimenti no...siamo noi i creatori di tutto.",gallina,0,0
16040,"@elvialorena50 @marioadinolfi .. più semplice, sé c'è un uovo è perché la gallina l'ha fatta nascere,giusto?\nVerrebbe da dire di sì,invece non è così.\nLa fisica dice che c'è l'uovo e la gallina solo sé una forma intelligente la concepisce,in fisica quantistica che si adentra nel determinismo hanno",gallina,0,0
16041,@narchia3 l’uovo e la gallina,gallina,0,0
16042,@Micioantani @Favoletta1982 @fdragoni Praticamente non sa che cosa sia il covid.\nLa gallina.,gallina,1,1
16043,"@harrybrentit Ma per me può mangiare anche la merda di gallina, purché non rompa le palle",gallina,0,0
16044,"@repubblica Siete voi i primi che dovete abbassare i toni, specialmente  Donzelli con quella voce da gallina spennacchiata.",gallina,1,0
16045,@Rosalba_Falzone così le foto a culo di gallina vengono meglio,gallina,0,0
16046,"@BinMatteoSalam @ZephirineD @death_from_a_ly @mariagrazia103 @AndreaCoppola5 @alecattelan @Fedez Pensa che nemmeno conoscevo questo episodio da tanto mi frega di uno e dell’altra… però ho sentito un’intervista a Fedez e sono convinta anch’io che non sia un pirla, anzi; ma finisce lì, non sono una fan e anche per questo mi hanno molto infastidito i tuoi “idiota” e “gallina”",gallina,1,0
16047,@lucacimini82 Ecco perché ho sempre odiato sportivamente parlando i prescritti.Hanno l’intelligenza di una gallina,gallina,0,0
16048,@Trovalotu_ Tipo è nato prima l’uovo o la gallina,gallina,0,0
16049,@Aldo__1926 La gallina è diventato Gallo,gallina,0,0
16050,@SicilianoSum Si sa che gallina vecchia fa buon brodo 😂,gallina,0,0
29001,VINTAGE - AVORIO DI BOND ST - SETA GREZZA - BORSA DIPINTA A MANO - OTTIMO COND\nhttps://t.co/QUOVEXJx2E,grezza,0,0
29002,"@MadameA02 Vabbè non esageriamo. Per essere eleganti ci vuole portamento, presenza, stile. E la tipa non ha nessuno dei 3. Resta una grezza con dei vestiti belli. Ma sempre grezza è.",grezza,1,1
29003,@LulManuel1 @nikita_mylove @alessxia__ Già sei grezza perché concludi conteso a gente sconosciuta comunque dimmi cosa fanno gli altri la dovete criticare anche perché respira se vuoi citare una nullafacente e abbiamo Micol che è la principessa Gioele che è la regina e Tavassi che non alza un dito,grezza,1,1
29004,"Comunque il glow-up fatto da simona giordano, la ragazza fidanzata col tipo di 42 anni o di 42 anni più di lei, non si è capito. Super grezza prima, chic e con roba costosa addosso adesso. Quindi io due domande me le farei",grezza,1,1
29005,@Libero_official siete disarmanti... però con una approssimazione così grezza (donzelli o cospito)... evitate qualsiasi contraddirorio... vi piace buttarla in caciara...,grezza,0,0
29006,@fattoquotidiano Solita grezza propaganda per i tanti boccaloni. Gli Ucraini sono famosi per le loro capacità mistificatorie e ammaliatrici. Le loro donne ne sono uno strumento perfetto….,grezza,0,0
29007,@reieetto dobbiamo ridere? che grezza /o e sfigata/o  sei? fatti una trombata ogni tanto che più salutare invece di scrivere stronzate!,grezza,1,1
29008,"Dreadwolf ha raggiunto la fase ""alpha"": ogni componente realizzata è stata messa insieme a formare una versione grezza del gioco completo.\nAnche se alcuni rumor ipotizzavano il 2023 come anno d'uscita, non è mai stato annunciata ufficialmente una finestra di lancio.\n\n#DragonAge https://t.co/H4PcyXyRiX",grezza,0,0
29009,"Google aggrega i dati in forma grezza e dai primi risultati salta subito agli occhi che qualcuno ha assegnato un punteggio elevatissimo (10) al Tpl di Roma. In realtà analogo risultato ricorre per TUTTI i mezzi di trasporto, ECCETTO i taxi.\n\nRisultato genuino?\n\n2/ https://t.co/53U64xQd47",grezza,0,0
29010,"McEli.\n Qua non si scherza mica.\nPero qui é il fascísmo, ""PATRIOTAS"" gente grezza  che sono l'opposizione,e  fanno schifo \nTutti ladri !!!\nAdukterato,manipulato https://t.co/nBnQMyoLw3",grezza,0,0
29011,#gintonic quanto è grezza comunque la murgia  nei movimenti nel modo di fare .,grezza,1,1
29012,@JessicaBerti10 Ma la gente tesse la la grezza è la stessa . Non capite nemmeno il senso.,grezza,0,0
29013,@bericomelius Se trallallero. La seta non è lana grezza,grezza,0,0
29014,"va be' ma rispetto alla versione grezza che avevo ricevuto dal capo milanese a giugno (credo), l'ho rimpinguata sia negli Allegati, sia nel riferimento alle normative internazionali, sia con Tabelle ecc\n\npoi c'è tutta la parte piping bulk che è un mondo a parte da aggiungere",grezza,0,0
29015,@CarloCalenda È un’ opposizione davvero feroce e determinata! Complimenti! Proprio quello che ci vuole con questa destra becera grezza e incompetente! Continuate così e ci troveremo per 20 anni l’Italia governata da sti deficienti,grezza,0,0
29016,@carovana12 Nemmeno! È una destra becera e grezza! Dobbiamo stare molto attenti!,grezza,0,0
29017,"Anche se può far male riflettere sui pensieri da cui ci si è distratti durante il giorno, l'atto di farlo è fondamentalmente la vostra forma più vera, la vostra forma più grezza.",grezza,0,0
29018,I nostri tavoli sono realizzati con la pietra lavica dell'Etna ceramizzati e dipinti a mano. La prima cottura grezza purifica la pietra a circa 1000 gradi mentre la seconda cottura sempre ad altissime temperature fissa i colori atossici sul…... https://t.co/f9aDyx06ue,grezza,0,0
29019,@impenetrabilee Grezza nel senso di più soda non coi grumi,grezza,0,0
29020,Locatelli critica Sara perché fa la polenta con i grumi e non va bene perché troppo grezza. Però gli alpini la volevano grezza. Rega di #skyuno meno male che lo avete montato voi #MasterChefIt,grezza,0,0
29021,"@Annalaiser Non la seguo piú da almeno un anno. Non mi piace e forse mai piaciuta. Un'arricchita, grezza ed arrogante come tante",grezza,1,1
29022,@BITCHYFit Grezza fino all'ultimo 🤮🤮🤮🤮,grezza,1,1
29023,"@Morckina Ma scherzi . Già la coop ha dei prezzi ...vedo dipendenti della coop fare spesa in altri supermarket. Pensa,io compro una farina di grano antico piantato senza diserbo,o altre tipologie di chimico. E grezza,non propio bianca,ed ha una levitazione mostruosa. La pago €1,80.",grezza,0,0
29024,"@gigi52335676 No, grezza è e grezza rimarrà. Come parlare correttamente l’italiano lo si impara alle elementari, non a 50 anni",grezza,1,1
29025,"Sex Pistols - Never Mind The Bollocks, Here’s The Sex Pistols (1977)\nhttps://t.co/aaH9d3j3GY\n\nIl nuovo post di essebi è su https://t.co/mQrskZMeJy\n\nL'album ha influenzato molte band e musicisti e l'industria in generale. In particolare, l'energia grezza dell'album, la consegna …",grezza,0,0
29026,"@isotta_m Ho della lana grezza, stesso tipo, color naturale per un effetto tipo coperte militari vintage.",grezza,0,0
29027,"@AMikAlice @pierspollon @serenabortone Spero di no la Bortone.  É cosi grezza. Parla solo lei, non sa cantare, non sa ballare. Non va  a tempo nemmeno quando applaue. Fai la radio Bortone. O impara da mignolo.",grezza,1,1
29028,@DanielPrince_00 Se fosse così non berrebbe il vino per la festa di Antonino. È grezza e basta.,grezza,1,1
29029,@seta_grezza @initlabor Anche nei cosmetici non scherza 😉,grezza,0,0
29030,@BITCHYFit Assolutamente no!!!! Donnalisi po grezza di uomo!!! Falso e bugiardo cronico!!! 🤮🤮🤮🤮,grezza,0,0
29031,"Finisco ribadendo il discorso che questa è una spiegazione molto, molto, molto grezza, banalizzata e semplicistica. È ancora un discorso estremamente complesso anche per me, ci torniamo su meglio tra un annetto. 😇",grezza,0,0
29032,"@Nibbionero @Montecitorio Più che i presunti simbolici massonici a far storcere il naso furono: \n- la grafica grezza;\n- i colori (con relative tonalità) non definiti; \n- l'accostamento caotico di simboli, senza riguardi per le regole araldiche sul tema;\n- la compresenza nella corona di alloro e ulivo;",grezza,0,0
29033,"Secondo l'ultima rilevazione dell'Istituto Nazionale di Statistica spagnolo, le vendite al dettaglio hanno registrato una crescita del 4% su base annua.\n\nLa serie grezza (non destagionalizzata) registra un aumento pari allo 3,5% sull'anno precedente.\n\nhttps://t.co/YVNocDSkKP https://t.co/MSdP6puMp0",grezza,0,0
29034,"@MikeAnblips era un vecchio sketch ricorrente in The Fast Show. Lui ricco proprietario e il suo fattore. Il ricco è educato, accento posh, ma non sa un cacchio di niente e subisce il fascino di Ted, rozzo, con la parlata grezza che invece si intende di campi e che ha (forse) un phd a Eton.",grezza,0,0
29035,"@bagnotrash Tu stai male… non per Edoardo, ma per i BUUUUU che hai ricevuto per essere stata scoperta come FALSAAAA e amica di SONIA B, falsa e grezza come te. Ma per caso è il tuo agente ?",grezza,1,1
29036,"@tvstellare Quanto sei grezza Sonia, anche se fai la saputella",grezza,1,1
29037,#GFVip #SONIABRUGANELLI che si sente  strafaiga con quel cappello 🤣🤣🤣🤣🤣🤣🤣\n\nPer quel quel cappello ci vuole classe ed eleganza.....\nPuò avere tutto i soldi che vuole per la borsa figa e il cappello Chic...sempre grezza e cafona resta! Cammina come un camionista,grezza,1,1
29038,"@AnnalisaChirico @Controcorrente @rete4 Annalisa cooperazione non predatoria in Nord Africa? Conosco nei dettagli la politica attuata, quindi risparmia non a me ma agli italiani questa grezza propaganda fascista che il ventennio è finito nel 45 in un distributore di benzina a Milano.",grezza,0,0
29039,"Sonia Bruganelli oltre le baggianate che dici, non sei nemmeno in grado di parlare con calma, sei grezza aggressiva e spari a zero mentre dovresti cercare di pesare bene le parole#gfvip",grezza,1,1
29040,@ziofalba Ok un po' grezza ma ben piazzata nel contesto,grezza,1,0
29041,@ciccifritto @nonsonoCristina Eh devo attrezzarmi con calzini più pesanti x forza… solo che poi non mi entrano le scarpe 😅 e tra l’altro lana troppo grezza mi pizzica da morireee,grezza,0,0
29042,@AnaisAnaisse @nonsonoCristina Quanto ti capisco 😩 In questi giorni indosso i calzettoni in lana grezza che ho comprato in Lapponia. Sono inguardabile ma almeno ho i piedi bollenti 😅,grezza,0,0
29043,Tonty che va ad accaparrarsi il solito posto senza nemmeno notare che è vestita color divano 🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️🤦🏽‍♀️ mamma mia che grezza #gfvip #incorvassi #oriele #thepisis #onestini,grezza,1,1
29044,Un articolo scientifico a firma dei dottori Stipa e Vanacore rivela come l’«acqua grezza» usata sui campi di #calcio può causare il Morbo\n#Sla https://t.co/szQXBZPKGU,grezza,0,0
29045,"@alefitpiu Ridicola, volgare, grezza, esteticamente irrilevante.",grezza,1,1
29046,"Ritengo Oriana decisamente grezza, volgare, insopportabile… ma è sincera: non si nasconde, si mostra esattamente com’è, a differenza di un Tavassi o di un Onestini. \nLoro si nascondono dietro una facciata di bravi ragazzi. Due strateghi senza remore #gfvip #nikiters #dakita https://t.co/bscqUA7ct8",grezza,1,1
29047,@DigerossRoss Quanto è grezza!,grezza,1,1
29048,"Mi dispiace ma anche vestita da regina risulta grezza, volgare ...🤮🤮🤮#gfvip https://t.co/gYM5giHZ2d",grezza,1,1
29049,puoi essere piena di soldi e pure laureata ma se sei grezza si vede😬,grezza,1,1
